timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,7.47,-99.02,98.90,-96.70,1.16,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.0333,1,6.46,-99.03,98.93,-96.94,0.91,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.0667,2,5.54,-99.05,98.94,-97.15,0.69,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.1000,3,4.71,-99.06,98.96,-97.34,0.50,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.1333,4,3.97,-99.07,98.98,-97.50,0.32,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.1667,5,3.32,-99.07,98.99,-97.64,0.17,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.2000,6,2.77,-99.08,99.00,-97.76,0.05,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.2333,7,2.30,-99.09,99.01,-97.85,-0.05,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.2667,8,1.96,-99.09,99.01,-97.89,-0.12,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.3000,9,1.71,-99.09,99.01,-97.92,-0.16,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.3333,10,1.54,-99.09,99.02,-97.93,-0.18,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.3667,11,1.43,-99.09,99.02,-97.93,-0.19,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.4000,12,1.38,-99.08,99.01,-97.92,-0.19,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.4333,13,1.37,-99.08,99.01,-97.91,-0.18,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.4667,14,1.38,-99.08,99.01,-97.90,-0.17,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.5000,15,1.40,-99.08,99.01,-97.90,-0.16,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.5333,16,1.41,-99.08,99.01,-97.90,-0.16,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.5667,17,1.42,-99.08,99.01,-97.90,-0.16,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.6000,18,1.42,-99.08,99.01,-97.90,-0.16,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.6333,19,1.42,-99.08,99.01,-97.90,-0.15,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.6667,20,1.43,-99.08,99.01,-97.90,-0.15,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.7000,21,1.43,-99.08,99.01,-97.90,-0.15,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
0.7333,22,1.43,-99.08,99.01,-97.90,-0.16,13.16,1.07,-99.83,99.64,-99.91,-0.21,23.16
