timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,7.90,-99.02,98.72,-96.70,1.64,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.0333,1,6.47,-99.03,98.75,-96.99,0.83,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.0667,2,5.18,-99.05,98.76,-97.24,0.09,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.1000,3,4.01,-99.06,98.78,-97.46,-0.58,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.1333,4,2.96,-99.07,98.80,-97.65,-1.17,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.1667,5,2.04,-99.08,98.81,-97.80,-1.69,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.2000,6,1.25,-99.08,98.82,-97.93,-2.14,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.2333,7,0.58,-99.09,98.83,-98.03,-2.52,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.2667,8,-0.08,-99.09,98.83,-98.06,-2.88,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.3000,9,-0.48,-99.08,98.84,-98.03,-3.10,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.3333,10,-0.66,-99.08,98.84,-98.00,-3.18,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.3667,11,-0.74,-99.08,98.83,-97.99,-3.22,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.4000,12,-0.78,-99.08,98.83,-97.99,-3.25,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.4333,13,-0.80,-99.08,98.83,-97.98,-3.27,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.4667,14,-0.83,-99.08,98.83,-97.98,-3.27,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.5000,15,-0.85,-99.08,98.83,-97.98,-3.28,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.5333,16,-0.86,-99.08,98.83,-97.98,-3.28,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.5667,17,-0.87,-99.08,98.83,-97.98,-3.27,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.6000,18,-0.88,-99.08,98.83,-97.98,-3.27,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.6333,19,-0.89,-99.08,98.83,-97.98,-3.27,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.6667,20,-0.90,-99.08,98.83,-97.99,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.7000,21,-0.90,-99.08,98.83,-98.00,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.7333,22,-0.90,-99.08,98.83,-98.01,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.7667,23,-0.89,-99.08,98.83,-98.02,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.8000,24,-0.89,-99.08,98.83,-98.03,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.8333,25,-0.89,-99.08,98.83,-98.05,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.8667,26,-0.89,-99.08,98.83,-98.06,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.9000,27,-0.89,-99.08,98.83,-98.07,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.9333,28,-0.89,-99.08,98.83,-98.07,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
0.9667,29,-0.89,-99.08,98.83,-98.08,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
1.0000,30,-0.89,-99.08,98.83,-98.07,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
1.0333,31,-0.89,-99.08,98.83,-98.07,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
1.0667,32,-0.89,-99.08,98.83,-98.07,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
1.1000,33,-0.89,-99.08,98.83,-98.07,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
1.1333,34,-0.89,-99.08,98.83,-98.07,-3.26,13.16,-1.22,-99.83,99.64,-99.91,-3.34,23.16
