timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,8.72,-99.02,99.10,-96.75,1.30,13.16,-3.40,-99.83,99.64,-99.91,-1.25,23.16
0.0333,1,6.63,-99.03,99.10,-96.97,0.86,13.16,-3.90,-99.83,99.64,-99.91,-1.25,23.16
0.0667,2,4.71,-99.05,99.10,-97.17,0.47,13.16,-4.34,-99.83,99.64,-99.91,-1.25,23.16
0.1000,3,2.96,-99.06,99.10,-97.34,0.11,13.16,-4.73,-99.83,99.64,-99.91,-1.25,23.16
0.1333,4,1.37,-99.07,99.10,-97.49,-0.20,13.16,-5.06,-99.83,99.64,-99.91,-1.25,23.16
0.1667,5,-0.04,-99.07,99.10,-97.62,-0.48,13.16,-5.35,-99.83,99.64,-99.91,-1.25,23.16
0.2000,6,-1.29,-99.08,99.10,-97.73,-0.71,13.16,-5.58,-99.83,99.64,-99.91,-1.25,23.16
0.2333,7,-2.37,-99.09,99.10,-97.81,-0.90,13.16,-5.75,-99.83,99.64,-99.91,-1.25,23.16
0.2667,8,-3.27,-99.09,99.10,-97.85,-1.04,13.16,-5.83,-99.83,99.64,-99.91,-1.25,23.16
0.3000,9,-3.99,-99.09,99.10,-97.87,-1.13,13.16,-5.85,-99.83,99.64,-99.91,-1.25,23.16
0.3333,10,-4.53,-99.09,99.10,-97.88,-1.19,13.16,-5.85,-99.83,99.64,-99.91,-1.25,23.16
0.3667,11,-4.92,-99.09,99.10,-97.87,-1.22,13.16,-5.82,-99.83,99.64,-99.91,-1.25,23.16
0.4000,12,-5.17,-99.08,99.10,-97.87,-1.23,13.16,-5.78,-99.83,99.64,-99.91,-1.25,23.16
0.4333,13,-5.30,-99.08,99.10,-97.86,-1.23,13.16,-5.75,-99.83,99.64,-99.91,-1.25,23.16
0.4667,14,-5.35,-99.08,99.10,-97.86,-1.22,13.16,-5.72,-99.83,99.64,-99.91,-1.25,23.16
0.5000,15,-5.32,-99.08,99.10,-97.87,-1.21,13.16,-5.71,-99.83,99.64,-99.91,-1.25,23.16
0.5333,16,-5.29,-99.08,99.10,-97.88,-1.20,13.16,-5.72,-99.83,99.64,-99.91,-1.25,23.16
0.5667,17,-5.27,-99.08,99.10,-97.89,-1.20,13.16,-5.73,-99.83,99.64,-99.91,-1.25,23.16
0.6000,18,-5.25,-99.08,99.10,-97.90,-1.19,13.16,-5.73,-99.83,99.64,-99.91,-1.25,23.16
0.6333,19,-5.25,-99.08,99.10,-97.90,-1.19,13.16,-5.73,-99.83,99.64,-99.91,-1.25,23.16
0.6667,20,-5.24,-99.08,99.10,-97.90,-1.19,13.16,-5.73,-99.83,99.64,-99.91,-1.25,23.16
0.7000,21,-5.23,-99.08,99.10,-97.91,-1.19,13.16,-5.73,-99.83,99.64,-99.91,-1.25,23.16
