timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,8.08,-99.02,99.01,-96.76,1.20,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.0333,1,6.51,-99.03,99.01,-96.98,0.78,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.0667,2,5.08,-99.05,99.01,-97.18,0.40,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.1000,3,3.79,-99.06,99.01,-97.35,0.06,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.1333,4,2.63,-99.07,99.01,-97.50,-0.24,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.1667,5,1.61,-99.07,99.01,-97.63,-0.51,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.2000,6,0.72,-99.08,99.01,-97.73,-0.73,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.2333,7,-0.04,-99.09,99.01,-97.81,-0.91,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.2667,8,-0.62,-99.09,99.01,-97.85,-1.04,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.3000,9,-1.07,-99.09,99.01,-97.87,-1.13,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.3333,10,-1.39,-99.09,99.01,-97.87,-1.18,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.3667,11,-1.60,-99.09,99.01,-97.86,-1.21,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.4000,12,-1.72,-99.08,99.01,-97.84,-1.22,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.4333,13,-1.77,-99.08,99.01,-97.83,-1.22,13.16,-2.09,-99.75,99.64,-99.83,-1.24,23.16
0.4667,14,-1.77,-99.08,99.01,-97.82,-1.21,13.16,-2.09,-99.75,99.64,-99.83,-1.24,23.16
0.5000,15,-1.73,-99.08,99.01,-97.81,-1.20,13.16,-2.09,-99.75,99.64,-99.83,-1.24,23.16
0.5333,16,-1.71,-99.08,99.01,-97.81,-1.19,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.5667,17,-1.69,-99.08,99.01,-97.82,-1.19,13.16,-2.09,-99.75,99.64,-99.83,-1.25,23.16
0.6000,18,-1.68,-99.08,99.01,-97.82,-1.19,13.16,-2.09,-99.75,99.64,-99.83,-1.27,23.16
0.6333,19,-1.68,-99.08,99.01,-97.82,-1.19,13.16,-2.09,-99.75,99.64,-99.83,-1.28,23.16
0.6667,20,-1.67,-99.08,99.01,-97.82,-1.19,13.16,-2.09,-99.75,99.64,-99.83,-1.29,23.16
0.7000,21,-1.67,-99.08,99.01,-97.82,-1.20,13.16,-2.09,-99.75,99.64,-99.83,-1.31,23.16
0.7333,22,-1.66,-99.08,99.01,-97.82,-1.21,13.16,-2.09,-99.75,99.64,-99.83,-1.32,23.16
0.7667,23,-1.66,-99.08,99.01,-97.82,-1.23,13.16,-2.09,-99.75,99.63,-99.83,-1.33,23.16
0.8000,24,-1.66,-99.08,99.01,-97.82,-1.25,13.16,-2.09,-99.74,99.63,-99.82,-1.33,23.16
0.8333,25,-1.66,-99.08,99.01,-97.82,-1.27,13.16,-2.09,-99.74,99.63,-99.82,-1.31,23.16
0.8667,26,-1.66,-99.08,99.01,-97.82,-1.29,13.16,-2.09,-99.74,99.63,-99.82,-1.28,23.16
0.9000,27,-1.66,-99.08,99.01,-97.82,-1.31,13.16,-2.10,-99.75,99.63,-99.82,-1.25,23.16
0.9333,28,-1.66,-99.08,99.01,-97.82,-1.32,13.16,-2.10,-99.77,99.65,-99.84,-1.22,23.16
0.9667,29,-1.66,-99.08,99.01,-97.81,-1.32,13.16,-2.10,-99.80,99.67,-99.90,-1.18,23.16
1.0000,30,-1.66,-99.08,99.00,-97.80,-1.32,13.16,-2.10,-99.84,99.71,-100.00,-1.16,23.16
1.0333,31,-1.66,-99.08,99.00,-97.79,-1.32,13.16,-2.10,-99.88,99.78,-100.12,-1.15,23.16
1.0667,32,-1.66,-99.08,99.01,-97.80,-1.31,13.16,-2.10,-99.91,99.85,-100.24,-1.15,23.16
1.1000,33,-1.66,-99.09,99.03,-97.84,-1.30,13.16,-2.09,-99.90,99.89,-100.29,-1.16,23.16
1.1333,34,-1.66,-99.12,99.06,-97.91,-1.30,13.16,-2.08,-99.83,99.88,-100.21,-1.19,23.16
1.1667,35,-1.66,-99.15,99.10,-98.01,-1.29,13.16,-2.07,-99.68,99.74,-99.94,-1.22,23.16
1.2000,36,-1.66,-99.18,99.14,-98.11,-1.30,13.16,-2.06,-99.42,99.45,-99.40,-1.27,23.16
1.2333,37,-1.66,-99.20,99.17,-98.19,-1.30,13.16,-2.04,-99.03,98.96,-98.57,-1.32,23.16
1.2667,38,-1.66,-99.20,99.16,-98.21,-1.32,13.16,-2.03,-98.51,98.26,-97.40,-1.36,23.16
1.3000,39,-1.66,-99.16,99.09,-98.11,-1.34,13.16,-2.02,-97.88,97.36,-95.86,-1.39,23.16
1.3333,40,-1.66,-99.06,98.93,-97.85,-1.36,13.16,-2.01,-97.16,96.28,-93.95,-1.41,23.16
1.3667,41,-1.67,-98.88,98.68,-97.37,-1.38,13.16,-1.99,-96.39,95.08,-91.76,-1.42,23.16
1.4000,42,-1.67,-98.63,98.31,-96.64,-1.41,13.16,-1.97,-95.63,93.83,-89.37,-1.42,23.16
1.4333,43,-1.67,-98.28,97.82,-95.60,-1.42,13.16,-1.95,-94.91,92.63,-86.90,-1.43,23.16
1.4667,44,-1.66,-97.86,97.24,-94.26,-1.44,13.16,-1.93,-94.27,91.54,-84.41,-1.43,23.16
1.5000,45,-1.65,-97.39,96.60,-92.65,-1.45,13.16,-1.91,-93.73,90.67,-81.97,-1.44,23.16
1.5333,46,-1.63,-96.89,95.94,-90.81,-1.46,13.16,-1.91,-93.27,90.04,-79.59,-1.43,23.16
1.5667,47,-1.61,-96.37,95.29,-88.78,-1.46,13.16,-1.93,-92.86,89.64,-77.27,-1.43,23.16
1.6000,48,-1.59,-95.86,94.70,-86.61,-1.47,13.16,-1.98,-92.45,89.48,-75.05,-1.43,23.16
1.6333,49,-1.58,-95.37,94.20,-84.34,-1.46,13.16,-2.09,-91.99,89.49,-72.88,-1.43,23.16
1.6667,50,-1.60,-94.89,93.81,-82.01,-1.46,13.16,-2.27,-91.41,89.63,-70.75,-1.42,23.16
