timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,5.91,-99.02,98.83,-96.78,1.01,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.0333,1,5.53,-99.03,98.83,-97.00,1.00,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.0667,2,5.18,-99.05,98.83,-97.20,1.00,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.1000,3,4.87,-99.06,98.83,-97.37,0.99,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.1333,4,4.60,-99.07,98.83,-97.52,0.99,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.1667,5,4.36,-99.07,98.83,-97.64,0.99,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.2000,6,4.16,-99.08,98.83,-97.75,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.2333,7,3.99,-99.09,98.83,-97.83,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.2667,8,3.89,-99.09,98.83,-97.86,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.3000,9,3.81,-99.09,98.83,-97.87,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.3333,10,3.77,-99.09,98.83,-97.87,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.3667,11,3.74,-99.09,98.83,-97.86,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.4000,12,3.73,-99.08,98.83,-97.84,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.4333,13,3.72,-99.08,98.83,-97.83,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.4667,14,3.72,-99.08,98.83,-97.81,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.5000,15,3.71,-99.08,98.83,-97.81,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.5333,16,3.70,-99.08,98.83,-97.81,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
0.5667,17,3.69,-99.08,98.83,-97.82,0.98,13.16,3.44,-99.83,99.64,-99.83,0.89,23.16
