timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,5.93,-99.00,98.74,-96.53,1.07,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.0333,1,5.63,-99.04,98.74,-96.86,0.98,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.0667,2,5.36,-99.07,98.74,-97.16,0.91,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.1000,3,5.12,-99.10,98.74,-97.42,0.84,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.1333,4,4.91,-99.12,98.74,-97.64,0.78,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.1667,5,4.73,-99.14,98.74,-97.83,0.73,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.2000,6,4.58,-99.16,98.74,-97.98,0.70,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.2333,7,4.46,-99.17,98.74,-98.09,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.2667,8,4.37,-99.18,98.74,-98.15,0.65,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.3000,9,4.35,-99.17,98.74,-98.13,0.66,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.3333,10,4.34,-99.17,98.74,-98.10,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.3667,11,4.34,-99.17,98.74,-98.08,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.4000,12,4.35,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.4333,13,4.36,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.4667,14,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.5000,15,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.5333,16,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.5667,17,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.6000,18,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.6333,19,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.6667,20,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.7000,21,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.7333,22,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.7667,23,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.8000,24,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.8333,25,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.8667,26,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.9000,27,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.9333,28,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
0.9667,29,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.0000,30,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.0333,31,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.0667,32,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.1000,33,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.1333,34,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.1667,35,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.2000,36,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.2333,37,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.2667,38,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.3000,39,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.3333,40,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.3667,41,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.4000,42,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.4333,43,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.4667,44,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.5000,45,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.5333,46,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.5667,47,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.6000,48,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.6333,49,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.6667,50,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.7000,51,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.7333,52,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
1.7667,53,4.37,-99.17,98.74,-98.07,0.67,13.16,3.99,-99.83,99.64,-100.00,0.52,23.16
