timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,6.92,-99.33,99.28,-96.31,0.94,10.88,3.30,-99.75,99.55,-97.44,3.92,6.82
0.0333,1,6.39,-99.33,99.28,-96.33,1.40,10.59,3.30,-99.75,99.55,-97.44,3.92,6.82
0.0667,2,5.90,-99.33,99.28,-96.36,1.82,10.31,3.30,-99.75,99.55,-97.44,3.92,6.82
0.1000,3,5.45,-99.33,99.28,-96.38,2.20,10.06,3.30,-99.75,99.55,-97.44,3.92,6.82
0.1333,4,5.05,-99.33,99.28,-96.39,2.54,9.83,3.30,-99.75,99.55,-97.44,3.92,6.82
0.1667,5,4.70,-99.33,99.28,-96.41,2.83,9.62,3.30,-99.75,99.55,-97.44,3.92,6.82
0.2000,6,4.39,-99.33,99.28,-96.42,3.09,9.43,3.30,-99.75,99.55,-97.44,3.92,6.82
0.2333,7,4.13,-99.33,99.28,-96.44,3.30,9.26,3.30,-99.75,99.55,-97.44,3.92,6.82
0.2667,8,3.85,-99.33,99.28,-96.45,3.50,9.05,3.30,-99.75,99.55,-97.44,3.92,6.82
0.3000,9,3.66,-99.33,99.28,-96.45,3.62,8.88,3.30,-99.75,99.55,-97.44,3.92,6.82
0.3333,10,3.59,-99.33,99.28,-96.47,3.67,8.76,3.30,-99.75,99.55,-97.44,3.92,6.82
0.3667,11,3.54,-99.33,99.28,-96.48,3.68,8.71,3.30,-99.75,99.55,-97.44,3.92,6.82
0.4000,12,3.52,-99.33,99.28,-96.48,3.69,8.72,3.30,-99.75,99.55,-97.44,3.92,6.82
0.4333,13,3.51,-99.33,99.28,-96.48,3.69,8.77,3.30,-99.75,99.55,-97.44,3.92,6.82
0.4667,14,3.51,-99.33,99.28,-96.48,3.68,8.80,3.30,-99.75,99.55,-97.44,3.92,6.82
0.5000,15,3.51,-99.33,99.28,-96.48,3.67,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.5333,16,3.52,-99.33,99.28,-96.48,3.67,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.5667,17,3.52,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.6000,18,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.6333,19,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.6667,20,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.7000,21,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.7333,22,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.7667,23,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.8000,24,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.8333,25,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.8667,26,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.9000,27,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.9333,28,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
0.9667,29,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
1.0000,30,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
1.0333,31,3.53,-99.33,99.28,-96.48,3.66,8.81,3.30,-99.75,99.55,-97.44,3.92,6.82
