timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,5.47,-99.04,99.39,-96.37,1.10,11.08,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.0333,1,5.97,-99.10,99.37,-96.57,0.79,10.54,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.0667,2,6.43,-99.15,99.36,-96.75,0.50,10.05,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.1000,3,6.84,-99.20,99.34,-96.90,0.25,9.60,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.1333,4,7.21,-99.24,99.33,-97.03,0.03,9.20,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.1667,5,7.52,-99.27,99.31,-97.14,-0.16,8.84,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.2000,6,7.79,-99.30,99.30,-97.22,-0.32,8.53,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.2333,7,8.02,-99.32,99.29,-97.29,-0.46,8.26,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.2667,8,8.22,-99.34,99.28,-97.30,-0.56,7.95,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.3000,9,8.32,-99.35,99.28,-97.26,-0.60,7.71,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.3333,10,8.36,-99.35,99.27,-97.24,-0.62,7.57,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.3667,11,8.38,-99.34,99.27,-97.23,-0.64,7.56,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.4000,12,8.39,-99.33,99.28,-97.23,-0.65,7.63,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.4333,13,8.39,-99.33,99.28,-97.23,-0.65,7.70,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.4667,14,8.39,-99.33,99.28,-97.23,-0.65,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.5000,15,8.38,-99.33,99.28,-97.23,-0.66,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.5333,16,8.38,-99.33,99.28,-97.23,-0.66,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.5667,17,8.37,-99.33,99.28,-97.23,-0.65,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.6000,18,8.37,-99.33,99.28,-97.23,-0.65,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.6333,19,8.37,-99.33,99.28,-97.23,-0.65,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.6667,20,8.37,-99.33,99.28,-97.23,-0.65,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.7000,21,8.37,-99.33,99.28,-97.23,-0.65,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
0.7333,22,8.37,-99.33,99.28,-97.23,-0.65,7.72,8.66,-99.83,99.46,-99.66,-0.68,1.57
