timestamp,frame_index,obs_shoulder_pan,obs_shoulder_lift,obs_elbow_flex,obs_wrist_flex,obs_wrist_roll,obs_gripper,act_shoulder_pan,act_shoulder_lift,act_elbow_flex,act_wrist_flex,act_wrist_roll,act_gripper
0.0000,0,7.57,-99.17,99.10,-97.68,1.25,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.0333,1,6.26,-99.17,99.10,-97.76,1.05,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.0667,2,5.05,-99.17,99.10,-97.83,0.87,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.1000,3,3.96,-99.17,99.10,-97.90,0.70,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.1333,4,2.99,-99.17,99.10,-97.95,0.56,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.1667,5,2.12,-99.17,99.10,-98.00,0.44,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.2000,6,1.37,-99.17,99.10,-98.03,0.34,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.2333,7,0.73,-99.17,99.10,-98.06,0.26,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.2667,8,0.06,-99.17,99.10,-98.09,0.20,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.3000,9,-0.39,-99.17,99.10,-98.10,0.17,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.3333,10,-0.58,-99.17,99.10,-98.09,0.18,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.3667,11,-0.59,-99.17,99.10,-98.07,0.19,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.4000,12,-0.64,-99.17,99.10,-98.07,0.20,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.4333,13,-0.66,-99.17,99.10,-98.07,0.20,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.4667,14,-0.68,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.5000,15,-0.69,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.5333,16,-0.69,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.5667,17,-0.68,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.6000,18,-0.67,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.6333,19,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.6667,20,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.7000,21,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.7333,22,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.7667,23,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.8000,24,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.8333,25,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.8667,26,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.9000,27,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.9333,28,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
0.9667,29,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.11,23.16
1.0000,30,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.11,23.16
1.0333,31,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.11,23.16
1.0667,32,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
1.1000,33,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
1.1333,34,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.09,23.16
1.1667,35,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.08,23.16
1.2000,36,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.07,23.16
1.2333,37,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.07,23.16
1.2667,38,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.06,23.16
1.3000,39,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.05,23.16
1.3333,40,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.05,23.16
1.3667,41,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.05,23.16
1.4000,42,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.04,23.16
1.4333,43,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.04,23.16
1.4667,44,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.05,23.16
1.5000,45,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.06,23.16
1.5333,46,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.07,23.16
1.5667,47,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.08,23.16
1.6000,48,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.08,23.16
1.6333,49,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.08,23.16
1.6667,50,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.10,23.16
1.7000,51,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.64,-99.83,0.13,23.16
1.7333,52,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.65,-99.83,0.16,23.16
1.7667,53,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.83,99.68,-99.83,0.19,23.16
1.8000,54,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.84,99.72,-99.83,0.23,23.16
1.8333,55,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.84,99.71,-99.83,0.26,23.16
1.8667,56,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.84,99.70,-99.85,0.30,23.16
1.9000,57,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.85,99.66,-99.86,0.34,23.16
1.9333,58,-0.66,-99.17,99.12,-98.07,0.21,13.16,-0.91,-99.84,99.48,-99.85,0.38,23.16
1.9667,59,-0.66,-99.17,99.15,-98.07,0.21,13.16,-0.91,-99.83,99.21,-99.82,0.42,23.16
2.0000,60,-0.66,-99.17,99.17,-98.07,0.21,13.16,-0.91,-99.81,98.86,-99.79,0.43,23.16
2.0333,61,-0.66,-99.17,99.15,-98.07,0.21,13.16,-0.91,-99.77,98.36,-99.74,0.40,23.16
2.0667,62,-0.66,-99.17,99.10,-98.07,0.21,13.16,-0.91,-99.72,97.75,-99.72,0.35,23.16
2.1000,63,-0.66,-99.17,99.01,-98.07,0.21,13.16,-0.91,-99.65,97.08,-99.75,0.29,23.16
2.1333,64,-0.66,-99.17,98.88,-98.07,0.22,13.16,-0.91,-99.51,96.37,-99.67,0.23,23.16
2.1667,65,-0.66,-99.17,98.71,-98.07,0.22,13.16,-0.91,-99.34,95.71,-99.61,0.16,23.16
2.2000,66,-0.66,-99.17,98.50,-98.08,0.21,13.16,-0.91,-99.15,95.16,-99.50,0.09,23.16
2.2333,67,-0.66,-99.18,98.26,-98.11,0.20,13.16,-0.91,-98.94,94.65,-99.12,0.03,23.16
2.2667,68,-0.66,-99.18,98.00,-98.18,0.17,13.16,-0.91,-98.74,94.24,-98.63,-0.02,23.16
2.3000,69,-0.66,-99.17,97.73,-98.24,0.14,13.16,-0.91,-98.55,93.85,-97.97,-0.05,23.16
2.3333,70,-0.66,-99.16,97.47,-98.25,0.10,13.16,-0.91,-98.39,93.40,-97.02,-0.04,23.16
2.3667,71,-0.66,-99.13,97.21,-98.20,0.07,13.16,-0.91,-98.26,92.89,-95.89,-0.02,23.16
2.4000,72,-0.66,-99.10,96.96,-98.01,0.03,13.16,-0.91,-98.17,92.28,-94.64,0.01,23.16
2.4333,73,-0.66,-99.07,96.64,-97.64,-0.00,13.16,-0.91,-98.11,91.50,-93.11,0.06,23.16
2.4667,74,-0.66,-99.03,96.22,-97.05,-0.03,13.16,-0.91,-98.10,90.62,-91.52,0.09,23.16
2.5000,75,-0.66,-99.00,95.68,-96.26,-0.05,13.16,-0.91,-98.14,89.58,-89.82,0.10,23.16
2.5333,76,-0.66,-98.97,95.04,-95.27,-0.06,13.16,-0.91,-98.19,88.32,-87.96,0.12,23.16
2.5667,77,-0.66,-98.94,94.26,-94.09,-0.06,13.16,-0.91,-98.30,87.05,-86.07,0.13,23.16
2.6000,78,-0.66,-98.93,93.37,-92.72,-0.07,13.16,-0.91,-98.48,85.81,-84.09,0.14,23.16
2.6333,79,-0.66,-98.94,92.37,-91.17,-0.07,13.16,-0.91,-98.41,84.43,-82.26,0.15,23.16
